title,id,activity,status
AST nodes do not support garbage collection,15293,2014-05-24.22:13:51,2
curses getsxy() should be curses getxy() in https://docs.python.org/3/library/curses.html#curses.cursxy,21562,2014-05-24.21:51:38,2
os.statvfs() not working well with unicode paths,18695,2014-05-24.20:50:17,1
Add Python implementation of the tar utility,21550,2014-05-24.20:03:48,1
gcmodule.c could use pytime.h,21555,2014-05-24.17:25:58,2
String being confused with datetime.datetime object.,21570,2014-05-24.14:11:57,2
Inconsistent behavior in pdb when pressing Ctrl-C,20269,2014-05-24.13:33:50,1
Add more tkinter tests,21522,2014-05-24.04:43:24,2
Declaration of EVP_MD_CTX causes crash when switching between OpenSSL 0.9 and 1.0,21564,2014-05-23.21:14:02,1
speed up some ipaddress properties,21513,2014-05-23.21:12:52,2
int('\0') gives wrong error message,21546,2014-05-23.20:39:13,2
pkgutil.get_loader and find_loader fail when module is missing,14710,2014-05-23.16:33:33,2
"pdb ""args"" crashes when an arg is not printable",20853,2014-05-23.15:08:10,1
plistlib unable to load iOS7 Safari History.plist,21538,2014-05-23.14:09:46,2
Tutorial: examples and comment about mutation methods,21545,2014-05-23.12:37:02,2
Fix the grid geometry manager and add tests for geometry managers,20635,2014-05-23.11:32:33,2
quadratic-time compilation in the number of 'and' or 'or' expressions,21523,2014-05-23.10:00:06,2
try to use hashtable in pickle,21556,2014-05-23.09:26:44,1
UnicodeDecodeError in OS X tkinter when binding to <MouseWheel>,10731,2014-05-23.03:55:54,2
Document TarFile.open() as a classmethod,21479,2014-05-23.03:01:33,2
Minor tarfile documentation bug,21198,2014-05-23.01:25:22,2
Behaviour of modules depends on how they where imported,21553,2014-05-23.00:29:13,2
"pprint doesn't work well for counters, sometimes shows them like a dict",21542,2014-05-22.23:14:02,2
difflib new cli interface,21027,2014-05-22.22:56:02,2
"Possible Error in ""Brief Tour of the Standard Library""",21554,2014-05-22.22:38:54,2
"""make touch"" fails when the build directory is not the source directory",21383,2014-05-22.22:31:35,2
Loading -OO bytecode files if -O was requested can lead to problems,19531,2014-05-22.22:13:27,1
Unloading docstrings from memory if -OO is given,19533,2014-05-22.22:09:30,1
assertGdbRepr depends on hash randomization / endianess,19463,2014-05-22.21:55:29,1
m68k Python 3.3 test results,18061,2014-05-22.21:45:36,1
"PATH_MAX vs MAXPATHLEN vs pathconf(..., _PC_PATH_MAX).",16442,2014-05-22.21:41:42,1
add default backlog to socket.listen(),21455,2014-05-22.20:45:13,2
Behavior of word boundaries in regexes unexpected,21551,2014-05-21.16:19:00,2
Accept lists in Tkinter,21525,2014-05-21.14:21:46,2
curses addch() argument position reverses in Python3.4.0,21088,2014-05-21.00:41:43,2
"PEP 8 should recommend ""is not"" and ""not in""",21540,2014-05-20.22:14:34,2
Spam,21544,2014-05-20.20:55:35,2
json library fails to serialize objects such as datetime,21543,2014-05-20.17:36:36,2
Update the min()/max() docs for the new default argument,20620,2014-05-19.22:45:15,2
http.client.HTTPConnection tunneling is broken,7776,2014-05-19.21:59:33,2
"test_license_exists_at_url fails with 3.4.1, wrong/unexpected http error code",21535,2014-05-19.21:49:44,2
"More clarity needed about difference between ""x += e"" and ""x = x + e""",21484,2014-05-19.19:57:23,2
memory used by frozenset created from set differs from that of frozenset created from other iterable,21507,2014-05-19.19:52:06,2
JSON module: reading arbitrary process memory,21529,2014-05-19.18:54:21,2
Integer overflow in strop,21530,2014-05-19.18:51:59,2
cannot decode from or encode to big5 \xf9\xd8,7856,2014-05-19.17:50:57,1
builtin __format__ methods cannot fill with \x00 char,12546,2014-05-19.15:15:04,2
"tests aifc, sunau and wave failures on a fresh Win64 installation",19866,2014-05-18.23:34:06,2
Entry Widget Not Editable under Windows XP,9673,2014-05-18.23:16:57,2
Sane default for logging config,21495,2014-05-18.17:15:38,2
Document ssl.pending(),21430,2014-05-18.15:49:10,2
Tkinter + OSX + Spaces : Multiple file dialogues created,21521,2014-05-18.09:17:54,1
ctypes arrays have incorrect buffer information (PEP-3118),10744,2014-05-17.22:07:43,2
concurrent.futures does not validate that max_workers is proper,21362,2014-05-17.20:53:32,2
installer Python default setting fails with mac Python Launcher,21517,2014-05-17.16:05:33,2
Use test_both() consistently throughout test_importlib,21503,2014-05-16.17:46:12,2
subprocess: move shell arguments to a separate keyword param,13197,2014-05-16.05:55:22,1
C API PyArg_ParseTuple doc is innacurate,21508,2014-05-16.00:46:32,1
Documentation Recommends Broken Pattern,21364,2014-05-15.21:55:06,2
optimize v4 & v6 netmask parsing,21486,2014-05-15.19:06:11,2
Assorted ipaddress performance improvements,21487,2014-05-15.19:05:59,2
Faster implementation to collapse consecutive ip-networks,20826,2014-05-15.19:05:45,2
time module becomes None after raise SystemExit,21512,2014-05-15.18:12:28,2
expat symbols should be namespaced in pyexpat again,19186,2014-05-15.08:01:28,2
Backport parts of the new memoryview documentation,14198,2014-05-14.23:04:14,2
codecs.encode/decode documentation inconsistency,21488,2014-05-14.21:37:35,2
fullmatch isn't matching correctly under re.IGNORECASE,20998,2014-05-14.18:57:45,2
Add Py_ABS and Py_STRINGIFY macros,21490,2014-05-14.15:31:25,2
faulthandler should handle sys.stderr being None gracefully,21497,2014-05-14.15:22:32,2
Check signed arithmetic overflow in ./configure,12985,2014-05-14.15:05:51,2
Don't use a list argument together with shell=True in subprocess' docs,21347,2014-05-14.14:11:07,2
multiprocessing.Queue does not order objects,4999,2014-05-14.11:45:03,1
SocketServer should set SO_REUSEPORT along with SO_REUSEADDR when present,16594,2014-05-14.10:51:31,1
"ctypes ""ValueError: NULL pointer access"" on Win7 x64",9266,2014-05-14.10:01:12,2
TextIOWrapper does not support reading bytearrays or memoryviews,21057,2014-05-14.00:33:29,2
m68k FPU precision issue,18062,2014-05-13.22:30:38,2
segfault from simple traceback.format_exc call,21370,2014-05-13.22:06:11,2
Improve ./configure's support for 32/64-bit debug|release|profiled builds w/ vendor (non-gcc) compilers	on proprietary UNIX systems (Solaris/HP-UX/AIX et al).,15963,2014-05-13.21:59:49,1
test_ctypes fails on Solaris 10 SPARC 2.7 (nitrogen/s10)	(Sun C compiler),16275,2014-05-13.21:57:39,1
configure incorrectly adds -OPT:Olimit=0 for clang,16721,2014-05-13.21:56:59,1
"PEP 3121, 384 Refactoring applied to random module",15668,2014-05-13.21:55:06,1
2.7.2 64-bit Windows library has __impt_Py* for several symbols instead of __imp__Py*,14141,2014-05-13.21:52:58,1
getlocale(LC_ALL) behavior,14142,2014-05-13.21:52:04,2
"PyOS_Readline: treatment of ""1234EOF""; behavior of builtin_raw_input",6467,2014-05-13.21:44:58,1
"CFLAGS=""-UNDEBUG"" build failure",13869,2014-05-13.21:43:54,2
XATTR_SIZE_MAX and XATTR_LIST_MAX undefined on kfreebsd/debian with eglibc,13669,2014-05-13.21:42:05,1
Online docs: make index search always available.,15871,2014-05-13.21:36:43,1
tkinter askopenfilenames does not work in Windows library folder,18877,2014-05-13.20:32:56,2
test_importlib incorrectly relies on <module>.__builtins__,21499,2014-05-13.18:20:25,2
int << 0: return the number unmodified,21422,2014-05-13.16:28:57,2
Switching from -OO to -O still uses cached bytecode,21489,2014-05-13.15:32:17,2
getopt error doesnot display correct error,21494,2014-05-13.15:01:36,2
wave.py: add writesamples() and readsamples(),4913,2014-05-13.11:14:33,1
Update Tcl/Tk version for buildbots,20565,2014-05-13.10:59:26,2
Provide samefile() on Path objects,19775,2014-05-13.08:55:56,2
False positive hazards in robotparser,21469,2014-05-13.05:58:20,2
Python __new__ method doc typo (it's a class and not a static method),21415,2014-05-13.01:03:38,2
Segv during call to super_init in application embedding Python interpreter.,21418,2014-05-12.23:35:48,2
remove unnecesary .flush() calls in the asyncio subprocess code example,21485,2014-05-12.21:26:08,2
Windows: Make handle non inheritable by default,21384,2014-05-12.21:23:40,2
Use calloc() instead of malloc() for int << int (lshift),21419,2014-05-12.20:48:01,2
Optimize 2 ** n: implement it as 1 << n,21420,2014-05-12.20:46:21,2
Disable size checks in mmap.mmap(),12556,2014-05-12.19:09:44,2
get_versions() in cygwinccomiler.py cannot return correct gcc version,21482,2014-05-12.19:05:23,1
Allow IPNetwork to take a tuple,16531,2014-05-12.18:37:22,2
NUL bytes in commented lines,20115,2014-05-12.09:24:52,1
make_buildinfo.exe with VS2013 fails due ill-formed IntDir path,21452,2014-05-12.08:10:25,2
Simplify and speed-up heaqp.nlargest(),21424,2014-05-11.21:40:03,2
General Index link to del statement is wrong,21466,2014-05-11.18:19:23,2
subprocess line-buffering only works in universal newlines mode,21471,2014-05-11.12:20:06,1
Broken link,21188,2014-05-10.23:59:59,2
Replace the ASDL parser carried with CPython,19655,2014-05-10.18:29:05,2
fnmatch module uses regular expression with undefined result to perform matching,21464,2014-05-10.18:22:09,2
Windows installer should add Python and Scripts directories to the PATH environment variable,3561,2014-05-10.17:53:10,2
Segfault in gc with cyclic trash,21435,2014-05-10.08:55:38,2
MirBSD support,21458,2014-05-09.21:57:51,2
argparse subparser usage message hides main parser usage,20333,2014-05-09.21:27:37,1
add an AddressSanitizer build option,21037,2014-05-09.18:49:54,2
Update Python 2/3 porting HOWTO's suggestion for dealing with map(),21237,2014-05-09.18:35:11,2
Move all test_importlib utility code into test_importlib.util,19721,2014-05-09.18:33:16,2
Add tests for importlib.machinery.PathFinder,20776,2014-05-09.17:38:54,2
build_ssl.py is relying on unreliable behaviour of os.popen,10752,2014-05-09.17:05:50,2
Document which importlib.machinery loaders don't require an argument for load_module(),21438,2014-05-09.15:56:26,2
Update imp docs for a PEP 451 world,21157,2014-05-09.14:38:27,2
Don't mention Perl in Windows build output,21141,2014-05-09.14:12:11,2
Context of documentation for conditional expressions,20859,2014-05-09.12:55:56,1
AttributeError: 'module' object has no attribute 'ArgumentParser',20840,2014-05-09.12:51:21,2
Recognize -pthread,21461,2014-05-09.09:16:03,1
distutils: use LDFLAGS,21460,2014-05-09.09:10:43,2
Python io implementation doesn't flush with write_through=True unlike C implementation,21396,2014-05-08.22:34:18,2
__len__ can't return big numbers,21444,2014-05-08.21:17:54,2
Support of RPM subpackages in distutils,21453,2014-05-08.17:42:00,1
"string.Formatter doesn't support empty curly braces ""{}""",13598,2014-05-08.14:46:39,2
Docs (incorrectly) suggest email.policy.default is the default policy,21300,2014-05-08.14:07:12,2
3.3 _thread lock.acquire() timeout and threading.Event().wait() do not wake for certain values on Windows,20737,2014-05-08.11:21:27,2
many distutils tests fail when run from the installed location,17752,2014-05-07.21:51:18,2
Improve error messages for malformed JSON,21451,2014-05-07.18:28:08,2
relative symlinks in tarfile.extract broken (windows),13702,2014-05-07.11:49:09,1
make install failed on solaris,18154,2014-05-07.05:55:13,2
Have os.unlink remove junction points,18314,2014-05-07.00:33:11,2
Be more generic when identifying the Windows main dir in installation doc,13030,2014-05-06.19:30:39,2
os.open() exception doesn't contain file name on Windows,20384,2014-05-06.19:09:47,2
mimetypes initialization order,20758,2014-05-06.17:19:58,2
Win32 compiler warning in PyBytes_Concat,21442,2014-05-06.16:45:01,2
PyBytes_Concat could try to concat in-place,21377,2014-05-06.16:43:11,2
Document that return in finally overwrites prev value,21366,2014-05-06.14:12:14,2
Python/random.c: close hCryptProv at exit,21393,2014-05-06.13:29:28,2
mark test_devpoll to be meaningful only for Solaris,21316,2014-05-05.20:44:33,2
inspect.findsource raises IndexError,17735,2014-05-05.20:15:39,1
inspect trouble when source file changes,1628987,2014-05-05.19:55:57,2
Python on Cygwin: subprocess.call BlockingIOError: [Errno 11] Resource temporarily unavailable,21392,2014-05-05.12:29:37,2
Failure to import win32api,21132,2014-05-05.08:46:24,2
samba.git from git://git.samba.org/samba.git  samba.netcmd.main not found,21432,2014-05-05.06:42:41,2
"""False = True"" produces segfault",21433,2014-05-05.05:29:25,2
ABCs for MappingViews should declare __slots__ so subclasses aren't forced to have __dict__/__weakref__,21421,2014-05-04.21:35:49,2
CPython setup.py problems,18255,2014-05-04.18:35:56,1
-Werror=statement-after-declaration problem,18211,2014-05-04.18:08:47,2
dbmmodule inquiry function is performance prohibitive,2159,2014-05-04.15:01:48,1
Increase filecmp test coverage from 63% to 76%,21357,2014-05-04.14:44:38,2
Invisible characters in email related souce files.,21426,2014-05-04.13:39:00,2
"Allow using symbols from Unicode block ""Superscripts and Subscripts"" in identifiers",21405,2014-05-04.09:58:20,2
Add an intersperse function to itertools,21414,2014-05-04.02:13:34,2
Enhance deepcopy-ing for tuples,20642,2014-05-04.00:38:47,2
Extend the PyDict C API to handle cases where the hash value is known,21101,2014-05-03.23:42:02,2
"Add length_hint parameter to list, dict,	set constructors to allow efficient presizing",17338,2014-05-03.23:17:55,2
Fix and test overflow behavior in the C version of heapq,21375,2014-05-03.22:45:52,2
improve documentation indexing,21352,2014-05-03.13:57:07,1
urllib.request.urlopen dies on non-basic/digest auth schemes,21413,2014-05-02.18:09:58,1
inspect and class methods,21399,2014-05-02.12:38:42,2
Unclear language in __main__ description,15104,2014-05-02.08:23:25,1
mktime_tz may return wrong result for past dates before Python 2.7.4,21267,2014-05-02.01:29:27,2
setup.py check --restructuredtext  -- appears to pass if docutils not installed,21410,2014-05-01.20:27:29,1
setup.py check - should fail and retrun a non 0 exit code,21409,2014-05-01.20:08:35,1
Add function signatures to _decimal,21407,2014-05-01.14:20:40,2
SSLSocket.send() returns 0 for non-blocking socket,20951,2014-05-01.12:09:37,2
refcounts not respected at process exit,21351,2014-05-01.07:39:07,2
Lib/random.py: use more efficient code to convert bytes to integer,21394,2014-04-30.22:33:31,2
Create a 'python.bat' script to invoke interpreter from source root,19962,2014-04-30.21:15:26,2
decimal.py: quantize(): excess digits with watchexp=0,10650,2014-04-30.17:16:20,2
timezone support in strftime methods broken,21380,2014-04-30.16:48:26,2
